team,games_played,possessions,frequency,points_per_poss,points,fg_made,fg_att,fg_perc,eff_fg_perc,ft_freq,tov_freq,sf_freq,and1_freq,score_freq,percentile,season,playtype,offdef
HOU,82,5.3,4.7,0.98,5.2,1.8,4.5,40.2,49.9,6,7.6,4.8,0.2,40.6,27.6,2015,offscreen,defense
CLE,82,5.3,5.1,0.98,5.2,1.9,4.6,42.2,50.3,7,8.5,6.4,0.9,42.1,24.1,2015,offscreen,defense
DAL,82,5.1,4.7,1.04,5.3,2,4.6,43.7,52.4,6,5.7,5.7,1.4,43.5,10.3,2015,offscreen,defense
UTA,82,5.7,5.5,0.93,5.3,2,5,40.2,48.5,6,8.1,4.7,0.9,39.3,65.5,2015,offscreen,defense
MIL,82,5.5,5.1,0.96,5.3,1.9,4.6,42.5,51.2,7,11.2,6.4,1.3,41.2,34.5,2015,offscreen,defense
ATL,82,6.3,5.6,0.85,5.3,2,5.6,35.7,43,6,7,5.4,1.8,35.6,89.7,2015,offscreen,defense
LAC,82,5.8,5.2,0.94,5.4,2,5.1,39.8,47.6,8,5.9,6.5,1.1,41.1,51.7,2015,offscreen,defense
NOP,82,5.7,5.3,0.96,5.5,2.1,5.1,40.3,47.9,6,5.7,5.5,1.1,41.1,37.9,2015,offscreen,defense
IND,82,6.7,6.1,0.84,5.6,2.1,5.7,37,43.7,6,9.3,5.1,0.2,36.9,100,2015,offscreen,defense
OKC,82,6.4,5.8,0.89,5.7,2.2,5.7,38.9,45.1,6,5.9,5.5,1.3,39.5,75.9,2015,offscreen,defense
POR,82,6.1,5.7,0.94,5.8,2.2,5.4,40.2,48,6,5.4,5.4,0.2,41.2,48.3,2015,offscreen,defense
SAC,82,6,5.3,0.99,5.9,2.2,5.1,42.9,52.3,6,10,5.3,1.4,40.8,17.2,2015,offscreen,defense
MEM,82,5.7,5.4,1.05,6,2.1,4.9,43.8,53.9,8,7.3,6.7,1.7,43.7,3.4,2015,offscreen,defense
DET,82,6.4,6,0.93,6,2.3,5.5,41.2,47.5,7,8,6.7,1.9,40.8,58.6,2015,offscreen,defense
MIA,82,6.5,6.1,0.93,6,2.2,5.8,38.8,46.5,7,5.1,7,1.7,39.5,62.1,2015,offscreen,defense
LAL,82,6.4,5.9,0.95,6.1,2.3,5.7,40.5,48.7,6,5.4,6.5,1.7,40.3,44.8,2015,offscreen,defense
PHI,82,6.3,5.6,0.98,6.1,2.4,5.5,43.2,49.8,6,7.4,5.2,1,42.9,31,2015,offscreen,defense
PHX,82,5.7,5.2,1.07,6.1,2.3,5,46.4,55.9,6,6.6,5.8,1.3,45.6,0,2015,offscreen,defense
DEN,82,6.5,6.1,0.94,6.1,2.4,5.7,41.8,49.9,5,8.6,4.1,0.7,40.4,55.2,2015,offscreen,defense
MIN,82,6,5.5,1.04,6.2,2.5,5.5,44.6,53.8,4,5.7,3.6,0.6,43.7,6.9,2015,offscreen,defense
BKN,82,6.6,6.2,0.95,6.3,2.4,5.6,42.3,50.8,7,9.4,6.7,1.1,41,41.4,2015,offscreen,defense
CHA,82,6.5,6.1,0.99,6.4,2.5,5.7,43,50.1,6,6.6,5.5,0.9,42.9,20.7,2015,offscreen,defense
NYK,82,6.4,6,1.01,6.4,2.5,5.7,43.5,51.1,6,6.3,5.5,1,43.6,13.8,2015,offscreen,defense
GSW,82,5.4,4.7,0.86,4.6,1.6,4.5,35.9,44.8,7.5,10.2,6.6,0.5,36.7,96.6,2016,offscreen,defense
MIL,82,5,4.7,0.94,4.7,1.7,4.3,39.1,47.2,7.3,7.3,6.6,0.5,40.1,62.1,2016,offscreen,defense
TOR,82,5.2,4.9,0.95,5,1.7,4.4,39.4,48.3,8.4,9.3,7.9,1.6,39.9,55.2,2016,offscreen,defense
HOU,82,5.7,5.1,0.87,5,1.8,5.1,35.5,44.1,5.3,7,4.9,1.3,35.6,93.1,2016,offscreen,defense
SAS,82,5.4,5.1,0.93,5,1.8,4.5,40.1,48.1,7.4,9.3,6.5,0.9,40,65.5,2016,offscreen,defense
PHI,82,6,5.4,0.86,5.2,1.9,5.2,36.8,44.2,6.1,7.7,5.7,1,37,100,2016,offscreen,defense
UTA,82,5.9,5.7,0.89,5.2,1.9,5,38.5,46.2,6.9,9.4,6.5,1.5,37.7,89.7,2016,offscreen,defense
ATL,82,6,5.4,0.89,5.3,1.9,5.2,36.9,45.7,5.5,7.8,5.5,0.8,36.7,86.2,2016,offscreen,defense
CLE,82,5.6,5.2,0.95,5.4,2,5,38.9,47.3,6,5.4,5.6,1.1,39.7,48.3,2016,offscreen,defense
DAL,82,5.2,5.1,1.03,5.4,2,4.7,43.2,52.3,5.1,5.8,4.9,0.9,43,0,2016,offscreen,defense
NYK,82,6.1,5.6,0.89,5.5,2.1,5.4,38.1,46.1,5.6,7.2,5,1.2,37.8,79.3,2016,offscreen,defense
LAC,82,5.6,5.2,0.99,5.5,2.1,5,43.1,51.5,4.8,6.4,4.8,0.9,41.9,34.5,2016,offscreen,defense
SAC,82,6,5.6,0.92,5.5,2.1,5.5,37.8,47,4.7,5.5,4.7,1,37.6,75.9,2016,offscreen,defense
MEM,82,5.6,5.4,1.01,5.6,2,4.8,41.2,50.8,8.3,6.8,7.4,1.8,41.8,6.9,2016,offscreen,defense
IND,82,6,5.5,0.95,5.6,2.1,5.2,40.4,50,4.9,9.2,4.5,0.8,39.1,44.8,2016,offscreen,defense
PHX,82,5.8,5.1,1,5.8,2,5,40.2,48.7,9.1,5.1,8,1.3,42.6,20.7,2016,offscreen,defense
ORL,82,6.2,5.7,0.95,5.9,2.2,5.3,40.7,47.8,6.9,7.9,6.1,0.6,41.3,41.4,2016,offscreen,defense
MIN,82,6,5.6,0.99,6,2.3,5.2,44.3,53.3,4.1,9.3,3.9,0.6,42,24.1,2016,offscreen,defense
BKN,82,6.5,5.7,0.92,6,2.4,6,39.5,46.7,4.7,5.1,4.5,2.4,38.8,72.4,2016,offscreen,defense
WAS,82,6.1,5.6,1,6.1,2.3,5.5,41.5,51.9,4.4,6.2,4.2,0.8,40.6,10.3,2016,offscreen,defense
MIA,82,6.9,6.4,0.89,6.1,2.2,6,37.1,44,8.9,6.7,8.2,2.8,38.3,82.8,2016,offscreen,defense
BOS,82,6.6,6,0.93,6.2,2.3,5.6,41.1,48.8,6.6,9.2,6.3,0.9,40.5,69,2016,offscreen,defense
CHA,82,6.2,5.9,1,6.2,2.3,5.6,40.8,50.4,6.3,5.1,6.3,1.2,41.3,13.8,2016,offscreen,defense
DEN,82,6.3,5.7,1,6.2,2.4,5.6,43.2,51.1,4.9,7,4.7,1.2,42.3,17.2,2016,offscreen,defense
CHI,82,6.3,5.9,0.99,6.3,2.5,5.6,43.4,50.8,6,6.5,5.8,1.7,42.9,31,2016,offscreen,defense
OKC,82,6.2,5.7,1.01,6.3,2.3,5.3,44.3,53,8.2,8.6,8,1.2,44,3.4,2016,offscreen,defense
NOP,82,6.7,6,0.95,6.3,2.5,6.1,40,48.1,4.7,5.1,4.4,1.6,39.4,51.7,2016,offscreen,defense
LAL,82,6.7,6.1,0.95,6.4,2.4,5.9,41,48.8,8,8,7.6,2.7,40.5,58.6,2016,offscreen,defense
POR,82,6.8,6.2,0.99,6.7,2.6,6,43.9,50.6,6.6,6.4,6.1,1.1,43.8,37.9,2016,offscreen,defense
DET,82,7.1,6.8,0.99,7,2.7,6.3,42.9,50.2,6.6,5.5,6,2.1,42.8,27.6,2016,offscreen,defense
HOU,82,4.6,4.3,0.91,4.2,1.5,4,37.6,47.1,6.1,8,5.1,1.1,37.8,93.1,2017,offscreen,defense
GSW,82,5.2,4.6,0.93,4.8,1.7,4.4,38.4,48.1,7.8,9.7,7.3,2.1,38.2,89.7,2017,offscreen,defense
SAS,82,5.3,5,0.95,5,1.8,4.5,39.8,47.7,8.1,7.2,7.6,0.9,41.2,75.9,2017,offscreen,defense
TOR,82,5.7,5.2,0.89,5,1.8,4.9,37.2,44.5,8,8.2,7.1,1.7,37.8,96.6,2017,offscreen,defense
LAC,82,6.1,5.5,0.88,5.4,2,5.3,38.3,47.1,3.8,9.8,3.4,0.8,36.2,100,2017,offscreen,defense
CLE,82,5.9,5.4,0.94,5.5,2,5.2,38.2,47.7,4.8,6.6,3.9,0.4,38.4,79.3,2017,offscreen,defense
WAS,82,5.9,5.4,0.95,5.6,2,5.2,38.3,47.9,6.7,6.7,6.2,1.9,38.7,72.4,2017,offscreen,defense
BOS,82,6,5.6,0.94,5.6,2,5.2,39,46.7,7.6,7.1,6.5,2,39.6,86.2,2017,offscreen,defense
MIL,82,5.6,5.2,1,5.6,2,4.8,41.9,52.6,7.4,9.2,6.5,1.7,41,44.8,2017,offscreen,defense
OKC,82,5.5,5.1,1.02,5.6,2,4.8,41,50.8,8,6,7.3,1.3,42.5,31,2017,offscreen,defense
LAL,82,5.7,5.1,0.99,5.6,2.1,5.1,40.5,50.2,5.5,6.8,4.9,1.1,40.2,58.6,2017,offscreen,defense
UTA,82,6,5.7,0.95,5.7,2.1,5.2,40.4,49.6,5.9,8.7,5.7,1.2,39.5,69,2017,offscreen,defense
MIN,82,5.7,5.3,1.02,5.8,2.1,5,41.3,52.2,5.4,7.1,5.2,1.1,40.9,37.9,2017,offscreen,defense
IND,82,6.2,5.8,0.94,5.8,2.1,5.3,39.4,48.9,7.1,8.5,6.5,1.6,38.8,82.8,2017,offscreen,defense
PHX,82,5.7,5.1,1.05,6,2.1,5,42.6,52.4,8.2,4.9,6.9,1.5,43.9,13.8,2017,offscreen,defense
MEM,82,5.6,5.3,1.06,6,2,5,39.2,50.9,8.6,4.1,7.6,0.9,42.1,6.9,2017,offscreen,defense
DEN,82,5.8,5.3,1.05,6.1,2.4,5.2,45,54.2,4.8,6.1,4.4,1.3,44,17.2,2017,offscreen,defense
CHI,82,6.1,5.7,0.99,6.1,2.1,5.3,40.4,51.4,5.4,8.7,5,0.8,39.5,55.2,2017,offscreen,defense
NYK,82,6.1,5.6,1,6.1,2.1,5.3,40,49.2,8.2,6,7.2,1.4,41.7,48.3,2017,offscreen,defense
PHI,82,6.2,5.5,1,6.1,2.2,5.5,40.1,49,7.3,5.7,5.9,2,41,51.7,2017,offscreen,defense
DET,82,6.1,5.7,1.01,6.2,2.3,5.5,42.1,51.6,6.6,6,6.4,2.4,41.9,41.4,2017,offscreen,defense
POR,82,6.3,5.9,0.98,6.2,2.3,5.6,40.6,49.6,7.5,6.6,6.8,2.1,41.1,62.1,2017,offscreen,defense
DAL,82,5.9,5.5,1.08,6.3,2.3,5.2,44.6,56.3,4.8,7.7,4.4,1.2,43.2,3.4,2017,offscreen,defense
ORL,82,6.2,5.6,1.04,6.4,2.4,5.5,43.1,51.8,6.9,5.5,6.5,1.2,44,27.6,2017,offscreen,defense
NOP,82,6.6,5.8,0.97,6.5,2.4,6,39.7,49,4.8,5,4.4,0.9,40,65.5,2017,offscreen,defense
SAC,82,6.1,5.8,1.06,6.5,2.3,5.5,41.8,52.6,7.3,5.2,6.2,1.2,43.1,10.3,2017,offscreen,defense
MIA,82,6.6,6.1,1.02,6.7,2.4,5.8,41.4,50.6,7.6,5.4,7.2,0.7,42.6,34.5,2017,offscreen,defense
ATL,82,6.1,5.6,1.15,7,2.5,5.3,46.9,58.9,8,6.8,7.2,1.2,46.7,0,2017,offscreen,defense
CHA,82,6.9,6.4,1.04,7.2,2.7,6.2,42.7,53.2,5.1,6.5,5.3,1.4,42,24.1,2017,offscreen,defense
BKN,82,7,6.3,1.05,7.3,2.7,6.3,42.8,51.7,7,4.2,6.4,1.4,43.8,20.7,2017,offscreen,defense
BKN,82,4.5,3.9,0.95,4.2,1.6,4,38.7,47,6.3,4.6,4.9,1.1,39.8,58.6,2018,offscreen,defense
GSW,82,4.7,4.1,0.91,4.3,1.6,4.2,37.6,45.5,5.4,5.9,4.7,1.3,38,82.8,2018,offscreen,defense
MIA,82,4.9,4.4,0.88,4.3,1.5,4.1,36.2,44.4,7.5,9.2,7,1.5,36.4,96.6,2018,offscreen,defense
HOU,82,4.3,3.8,1.04,4.4,1.6,3.9,40.8,52.8,5.7,4.6,4.6,0.9,41.3,6.9,2018,offscreen,defense
WAS,82,5.1,4.5,0.92,4.7,1.8,4.4,40.1,48.5,5.7,9.2,5.5,0.7,39.1,75.9,2018,offscreen,defense
MIL,82,5.3,4.6,0.91,4.8,1.7,4.7,36.3,47,4.4,7.8,3.7,0.5,35.7,86.2,2018,offscreen,defense
CHA,82,5,4.5,0.97,4.8,1.7,4.2,40.8,51.3,5.1,11,5.1,1,38.5,48.3,2018,offscreen,defense
SAS,82,5.5,5,0.89,4.9,1.9,5,37.5,45.7,4,6.4,3.8,0.9,36.8,93.1,2018,offscreen,defense
DAL,82,6,5.4,0.85,5,2,5.4,36.6,44.3,4.1,7.8,3.7,1.8,35,100,2018,offscreen,defense
UTA,82,5.5,5,0.94,5.2,1.9,4.9,39.7,48.6,5.1,8.2,4.4,1.3,38.7,69,2018,offscreen,defense
IND,82,5.8,5.2,0.89,5.2,1.9,4.9,38.1,47.6,5.5,9.9,5.3,0.8,37,89.7,2018,offscreen,defense
DEN,82,5.6,5.1,0.94,5.2,1.9,4.8,39.6,48.9,5.7,9,5.3,0.9,38.9,65.5,2018,offscreen,defense
PHI,82,4.9,4.3,1.06,5.2,1.9,4.5,43.3,54.9,4.7,5.9,4.2,1.5,42.6,3.4,2018,offscreen,defense
OKC,81,5.6,4.8,0.96,5.3,2,4.9,41.4,49,5.8,7.1,5.3,0.9,41.2,55.2,2018,offscreen,defense
MEM,82,5.4,4.9,0.99,5.3,1.9,4.7,40.3,50.6,6.1,7.7,5.7,1.8,39.8,34.5,2018,offscreen,defense
LAC,82,5.9,5.1,0.92,5.4,2,5.3,38.7,46.5,5.4,6.2,4.4,1.5,38.7,79.3,2018,offscreen,defense
ATL,81,6,5.1,0.93,5.6,2,5.2,37.9,47,7.3,6.4,6.4,0.8,38.6,72.4,2018,offscreen,defense
LAL,82,5.4,4.6,1.03,5.5,1.9,4.9,39.8,51.4,5.4,4.8,5,0.9,40.6,13.8,2018,offscreen,defense
TOR,82,5.5,4.8,1.01,5.5,2,4.8,42.2,50.8,8.7,7.3,8.5,3.1,42.1,20.7,2018,offscreen,defense
CHI,82,5.7,5.1,0.99,5.6,2.2,5.1,43.1,52.2,4.1,7.7,3.4,1.1,41.5,37.9,2018,offscreen,defense
NYK,82,5.8,5.1,0.98,5.6,2.1,5.1,40.6,50.7,5.5,6.6,5.5,1.3,40,44.8,2018,offscreen,defense
CLE,82,5.6,5.2,1.01,5.7,2,5,40.4,50.5,7.2,5.4,6.5,2,41.1,24.1,2018,offscreen,defense
DET,82,6,5.5,0.97,5.8,2.1,5.4,40.1,48.6,6.9,6.5,6.5,2.6,39.8,51.7,2018,offscreen,defense
PHX,82,5.9,5.1,1,5.9,2.1,5.1,41.8,53.3,4.9,8.9,4.3,0.6,40.6,28.6,2018,offscreen,defense
BOS,82,5.8,5.1,1.03,5.9,2.2,5.2,42.3,52.7,4.4,5.9,4.2,0.6,41.8,10.3,2018,offscreen,defense
SAC,82,6,5.2,1,6,2.2,5.3,41.7,52.2,6,7.7,5.6,1.2,40.9,28.6,2018,offscreen,defense
POR,82,6.3,5.7,0.99,6.2,2.1,5.4,39.7,49.3,9.1,7,8.1,1.4,41.2,41.4,2018,offscreen,defense
ORL,82,6.7,6.2,0.94,6.4,2.3,5.9,38,47.1,6.3,6.5,6.1,0.9,38.9,62.1,2018,offscreen,defense
NOP,82,6.6,5.7,1.01,6.7,2.5,5.8,42.8,51.4,6.7,6.3,6.1,1.9,42.5,17.2,2018,offscreen,defense
MIN,82,6.5,5.7,1.08,7,2.6,5.7,45.6,56.5,5.6,8.5,5.3,1.9,43.8,0,2018,offscreen,defense
LAL,63,4.8,4.3,0.74,3.6,1.3,4.3,30,36.9,5.2,7.2,4.6,1,30.8,100,2019,offscreen,defense
TOR,64,4.8,4.2,0.85,4.1,1.5,4,36,44,7.5,9.8,6.9,2,35.6,93.1,2019,offscreen,defense
CHA,65,4.4,4.1,0.95,4.2,1.6,4,39,49.2,5.2,6.2,4.2,1.7,39.1,58.6,2019,offscreen,defense
GSW,65,5.1,4.5,0.84,4.3,1.6,4.4,37,46.5,2.7,10.9,3.3,0.6,33.9,96.6,2019,offscreen,defense
HOU,64,4.1,3.6,1.06,4.4,1.6,3.7,44,55.1,5.3,7.5,4.5,1.5,43,10.3,2019,offscreen,defense
BKN,64,4.7,4.1,1,4.7,1.7,4.1,41,51.9,5.7,7,5.3,0.7,40.3,41.4,2019,offscreen,defense
DET,66,5.3,4.9,0.86,4.6,1.7,4.6,37,44.4,8,8,7.7,2.6,36.6,89.7,2019,offscreen,defense
LAC,64,5.4,4.7,0.9,4.9,1.6,4.8,34,44.3,7.2,5.2,6.9,0.3,36.3,79.3,2019,offscreen,defense
DAL,67,5,4.5,0.93,4.7,1.6,4.4,36,45.1,7.7,5.9,7.1,1.2,37.9,72.4,2019,offscreen,defense
OKC,64,5.7,5.1,0.87,4.9,1.9,4.9,39,45,6.3,9.6,6.3,2.2,36.9,86.2,2019,offscreen,defense
DEN,65,4.9,4.4,1.03,5,1.8,4.2,42,52.4,7.3,7.6,6.3,1.9,41.8,20.7,2019,offscreen,defense
MIA,65,5.6,5.1,0.89,5,1.8,5.1,35,45.2,4.9,6.3,4.9,1.1,34.9,82.8,2019,offscreen,defense
SAC,64,5.3,4.8,0.97,5.2,1.9,4.5,42,51.7,6.5,10,5,0.9,40.6,51.7,2019,offscreen,defense
NOP,64,5.5,4.7,0.96,5.3,2,4.9,41,50.3,5.7,8,5.7,2.3,39.5,55.2,2019,offscreen,defense
IND,65,5.7,5.1,0.92,5.2,1.9,4.9,39,48.6,5.1,10,4.3,0.8,37.7,75.9,2019,offscreen,defense
MIL,65,5.2,4.5,1.01,5.3,1.9,4.6,40,51.5,6.5,5,5.9,1.2,41.4,27.6,2019,offscreen,defense
ATL,67,5.1,4.4,1,5.1,1.9,4.5,42,52.2,6.5,6.7,5.6,1.2,41.9,37.9,2019,offscreen,defense
BOS,64,5.8,5.2,0.94,5.5,1.9,5.2,37,47.7,6.4,6.7,6.2,1.9,37.5,69,2019,offscreen,defense
SAS,63,5.9,5.3,0.94,5.6,2,5.2,39,48.2,6.2,7.8,5.6,1.1,39.1,65.5,2019,offscreen,defense
UTA,64,6,5.5,0.94,5.7,2,5.3,38,46.8,7.3,6,6.5,1.6,39,62.1,2019,offscreen,defense
CHI,65,5.3,4.7,1.07,5.6,2,4.5,45,55.5,8.5,9.1,7.6,2.6,43.9,3.4,2019,offscreen,defense
POR,66,5.5,4.8,1.01,5.6,1.9,4.8,40,49.8,8.7,6.3,8.7,2.2,41.5,34.5,2019,offscreen,defense
PHI,65,5.4,5,1.05,5.7,2,4.7,43,53.6,6.8,7.6,6.2,0.6,43.1,13.8,2019,offscreen,defense
WAS,64,5.5,4.8,1.08,6,2.2,4.9,45,55.9,6.5,7.1,6.8,2.8,43.6,0,2019,offscreen,defense
CLE,65,6,5.4,1,5.9,2.2,5.4,41,51,4.7,5.9,3.9,1.6,40.1,44.8,2019,offscreen,defense
PHX,65,5.8,5.2,1.03,6,2,5,41,52.5,8.2,7.6,7.1,1.1,42.1,17.2,2019,offscreen,defense
ORL,65,5.9,5.4,1.03,6,2.1,5,41,52.3,8.9,8.4,8.6,1.8,42.1,24.1,2019,offscreen,defense
MEM,65,6.2,5.4,1.01,6.2,2.2,5.5,40,52.1,5.7,7,5.2,1.2,40.3,31,2019,offscreen,defense
NYK,66,6.4,5.8,0.98,6.2,2.1,5.4,39,50.3,7.1,8.1,6.2,0.7,39.5,48.3,2019,offscreen,defense
MIN,64,6,5.2,1.07,6.5,2.4,5.4,44,53.8,7.5,5.7,6.7,1.8,45,6.9,2019,offscreen,defense
GSW,82,13.1,11.8,1.06,13.9,5.1,11.6,43.8,55.1,5.1,7.3,4.8,1.4,42.6,96.6,2015,offscreen,offense
IND,82,9.1,8.3,0.98,8.9,3.1,7.7,40.3,50,7.3,8.3,7.1,0.9,40.6,75.9,2015,offscreen,offense
LAC,82,7.2,6.8,1.05,7.5,2.9,6.4,45.1,54.3,4.9,6.6,4.6,1.2,44,93.1,2015,offscreen,offense
CHA,82,7.2,6.8,1.04,7.5,2.8,6.2,44.8,53.5,7.4,8.3,6.9,1.5,44.2,89.7,2015,offscreen,offense
MIN,82,7.7,7.2,0.9,6.9,2.7,6.5,41.7,45.4,9.6,7.7,9.2,2.2,42.3,31,2015,offscreen,offense
BOS,82,6.9,6.1,0.95,6.5,2.5,6.2,41.2,48.6,5.1,5.9,4.3,0.9,41.3,65.5,2015,offscreen,offense
DAL,82,7.5,7,0.87,6.5,2.6,6.6,38.7,44.7,4.7,6.9,4.1,0.5,38.5,10.3,2015,offscreen,offense
TOR,82,7.3,6.9,0.88,6.4,2.4,6.3,38.4,44.1,7.2,6.9,7,1,39.3,20.7,2015,offscreen,offense
ATL,82,6.5,6.1,0.96,6.3,2.3,5.9,39.8,50.8,3.2,7.8,3.2,0.9,38.1,69,2015,offscreen,offense
SAC,82,6.7,6,0.93,6.3,2.4,5.8,41.6,46.5,10.1,6.5,9,2.4,42.7,55.2,2015,offscreen,offense
POR,82,6.6,6,0.91,6,2.3,5.8,39.2,46.4,4.6,7.8,3.9,0.6,38.7,41.4,2015,offscreen,offense
PHX,82,6.3,5.6,0.93,5.9,2.3,5.5,41.5,48.2,5.6,7.7,4.6,0.6,40.8,51.7,2015,offscreen,offense
NOP,82,5.4,5,1.07,5.7,2.2,4.7,46.8,55,7.3,5.9,6.6,1.6,46.6,100,2015,offscreen,offense
NYK,82,6.5,6.1,0.89,5.7,2.3,5.9,39,43.7,5.6,4.3,5.5,0.8,40.3,24.1,2015,offscreen,offense
SAS,82,5.5,5.3,0.98,5.5,2.1,5,43.1,50.4,5.5,6.4,4.6,1.1,42.9,79.3,2015,offscreen,offense
WAS,82,5.9,5.4,0.89,5.3,2,5.2,39.7,47,5.2,8.7,4.8,1.2,38.6,27.6,2015,offscreen,offense
OKC,82,5.3,4.7,0.94,5,1.9,4.4,43.6,50.3,6.7,11,6,0.7,42,58.6,2015,offscreen,offense
CLE,82,4.9,4.7,1.02,5,1.9,4.5,42,51.9,4.5,5.4,4,0.7,41.6,82.8,2015,offscreen,offense
ORL,82,5.4,4.9,0.92,5,2,4.6,42.4,48.8,5.2,9.3,5,0.7,41,48.3,2015,offscreen,offense
LAL,82,5.5,5.1,0.87,4.8,1.8,5,35.9,43.7,5.7,5.1,5.1,1.3,36.8,13.8,2015,offscreen,offense
MEM,82,5,4.7,0.92,4.6,1.7,4.4,39.6,46.8,6.5,7.5,6.1,1.7,39.2,44.8,2015,offscreen,offense
MIA,82,4.8,4.6,0.9,4.4,1.8,4.1,44,46.3,7.3,8.4,6.8,1.5,43.5,34.5,2015,offscreen,offense
MIL,82,4.7,4.4,0.91,4.2,1.6,4,40.7,47.6,5.8,9.4,5,1.3,39.5,37.9,2015,offscreen,offense
BKN,82,4.7,4.3,0.86,4,1.5,3.8,38.9,44.6,8.1,10.2,6.8,0.3,39.1,6.9,2015,offscreen,offense
CHI,82,4.1,3.8,0.94,3.9,1.4,3.7,37.5,46.7,6.8,4.4,5,0.6,39.7,62.1,2015,offscreen,offense
HOU,82,3.7,3.3,0.96,3.6,1.2,3.1,39.1,50.4,7.5,9.8,6.9,1.3,38.4,72.4,2015,offscreen,offense
DEN,82,3.2,2.9,1.02,3.3,1.1,2.7,41.4,52.3,8.4,9.5,6.8,1.5,41.4,86.2,2015,offscreen,offense
PHI,82,3.6,3.3,0.88,3.1,1.1,3,36.2,45.9,6.8,10.9,6.5,1.7,35.2,17.2,2015,offscreen,offense
DET,82,3.9,3.5,0.77,3,1.1,3.5,31.4,38.5,6,5,5.3,0.9,32.6,0,2015,offscreen,offense
UTA,82,3,2.9,0.84,2.5,0.9,2.7,33,42.2,5.6,6.8,5.2,0.4,33.7,3.4,2015,offscreen,offense
GSW,82,14.4,13,1.04,14.9,5.7,12.7,44.7,53.3,6.3,7,5.9,1.7,43.9,93.1,2016,offscreen,offense
DAL,82,9.2,9.1,0.93,8.6,3.2,8.3,38.7,47.9,4.9,6.1,4.8,1.2,38.5,20.7,2016,offscreen,offense
WAS,82,8.7,8,0.97,8.5,3.4,7.8,43.6,50.1,5.6,6.7,5.6,1.7,42.6,75.9,2016,offscreen,offense
IND,82,8.3,7.8,0.93,7.8,2.9,7.5,39.2,47.5,5.6,6.2,5.4,1.8,38.6,24.1,2016,offscreen,offense
CHA,82,8,7.5,0.97,7.7,2.7,7,39.2,47.9,8.1,6.3,7.5,1.7,40.6,72.4,2016,offscreen,offense
ORL,82,7.8,7.2,0.91,7.1,2.6,6.7,38.7,46.1,7.8,8.6,7.3,1.6,39.2,17.2,2016,offscreen,offense
BOS,82,7.1,6.6,0.99,7.1,2.6,6.4,40.2,50.1,6,5.5,5.1,0.7,40.8,79.3,2016,offscreen,offense
POR,82,7.4,6.7,0.95,7,2.7,6.5,41.9,49.2,5.6,7.1,5.8,1.2,41.5,48.3,2016,offscreen,offense
ATL,82,7.2,6.5,0.95,6.8,2.5,6.2,41.2,50,6.1,9.4,6.3,1.9,39.7,55.2,2016,offscreen,offense
MEM,82,6.4,6.1,0.96,6.2,2.2,5.8,38.8,48.4,5.7,5.9,4.6,1.3,39.2,62.1,2016,offscreen,offense
UTA,82,5.6,5.5,1.05,5.8,2.2,4.8,45.5,55.9,5.9,9.6,5.7,1.3,43.5,100,2016,offscreen,offense
NYK,82,6.2,5.6,0.93,5.8,2.3,5.5,42,47.8,5.1,6.7,4.5,0.8,41.6,27.6,2016,offscreen,offense
CLE,82,5.6,5.2,1.02,5.7,2.1,5.1,40.2,52.9,3.7,5.3,3.5,0.9,39.2,89.7,2016,offscreen,offense
LAL,82,5.4,4.8,1,5.4,1.9,4.9,39.8,50.4,5.7,4.5,4.5,0.7,40.5,82.8,2016,offscreen,offense
SAC,82,5.7,5.3,0.95,5.4,2.1,4.8,43.3,50.1,7.5,8.6,7.1,2.2,42,51.7,2016,offscreen,offense
LAC,82,5.6,5.3,0.94,5.3,1.9,4.9,37.7,45.9,7.6,6,6.5,0.6,39.7,37.9,2016,offscreen,offense
PHX,82,6,5.2,0.87,5.2,1.9,5,37,43.1,8.8,7.2,7.6,0.8,38.9,13.8,2016,offscreen,offense
MIA,82,5,4.6,1.04,5.2,2,4.5,45.7,55.3,3.9,7.1,3.7,1.2,43.6,96.6,2016,offscreen,offense
TOR,82,4.9,4.6,0.96,4.7,1.7,4.2,40.2,47.4,8.2,6.7,7.9,0.7,41.7,69,2016,offscreen,offense
SAS,82,4.9,4.6,0.96,4.7,1.7,4.3,40.7,49.1,6.3,7,5.3,0.8,41.1,58.6,2016,offscreen,offense
PHI,82,5,4.5,0.85,4.3,1.5,4,36.4,45,7.7,13.1,7.5,1.2,35.6,10.3,2016,offscreen,offense
NOP,82,5.3,4.9,0.8,4.2,1.6,4.7,35,39.8,6,6.5,5.8,0.7,35.9,6.9,2016,offscreen,offense
DEN,82,4.4,3.9,0.93,4.1,1.5,3.9,37.9,47.8,6.1,7.2,5.8,1.7,38,31,2016,offscreen,offense
HOU,82,4.2,3.7,0.96,4,1.5,3.6,41.6,51.4,4.9,10.1,4.6,0.9,39.7,65.5,2016,offscreen,offense
MIN,82,3.8,3.5,1.01,3.9,1.4,3.4,40.9,49.6,8,4.5,8.3,2.5,42,86.2,2016,offscreen,offense
MIL,82,4,3.8,0.94,3.8,1.5,3.5,42.5,48.4,6.7,7.6,6.7,1.5,42.2,41.4,2016,offscreen,offense
CHI,82,3.9,3.5,0.93,3.6,1.3,3.5,37.1,45.1,9.1,5.3,9.1,3.4,38.2,34.5,2016,offscreen,offense
